date,unincorporated_self_employed,incorporated_self_employed,employment_total,recession_flag,year,month,self_employed_total,rate_unincorporated,rate_incorporated,rate_total
2019-09-01,9669.0,6227.0,158478.0,0,2019,9,15896.0,6.101162306440011,3.9292520097426773,10.030414316182688
2019-10-01,9712.0,6358.0,159067.0,0,2019,10,16070.0,6.105603299238686,3.997057843550202,10.102661142788888
2019-11-01,9618.0,6299.0,158945.0,0,2019,11,15917.0,6.051149768787946,3.963006071282519,10.014155840070465
2019-12-01,9446.0,6554.0,158504.0,0,2019,12,16000.0,5.959471054358249,4.134911421793772,10.094382476152022
2020-01-01,9226.0,6472.0,156994.0,0,2020,1,15698.0,5.876657706663949,4.122450539511064,9.999108246175012
2020-02-01,9382.0,6467.0,158017.0,0,2020,2,15849.0,5.937335856268629,4.092597631900365,10.029933488168995
2020-03-01,9364.0,6287.0,155167.0,1,2020,3,15651.0,6.034788324837111,4.0517635837517,10.086551908588811
2020-04-01,8207.0,6410.0,133326.0,1,2020,4,14617.0,6.155588557370655,4.807764427043487,10.963352984414144
2020-05-01,8772.0,6249.0,137461.0,0,2020,5,15021.0,6.381446373880592,4.546016688369792,10.927463062250384
2020-06-01,9218.0,6208.0,142811.0,0,2020,6,15426.0,6.454684863210817,4.3470040823185885,10.801688945529406
2020-07-01,9278.0,6279.0,144492.0,0,2020,7,15557.0,6.42111674002713,4.345569304875011,10.76668604490214
2020-08-01,9603.0,6327.0,147224.0,0,2020,8,15930.0,6.522713687985655,4.297533010922132,10.820246698907786
2020-09-01,9540.0,6275.0,147796.0,0,2020,9,15815.0,6.454843162196541,4.24571706947414,10.700560231670682
2020-10-01,9681.0,6315.0,150433.0,0,2020,10,15996.0,6.435423078712782,4.197882113631982,10.633305192344764
2020-11-01,9443.0,6236.0,150203.0,0,2020,11,15679.0,6.286825163279029,4.151714679467121,10.43853984274615
2020-12-01,9322.0,5859.0,149613.0,0,2020,12,15181.0,6.230741980977589,3.916103547151651,10.14684552812924
2021-01-01,9293.0,5938.0,148383.0,0,2021,1,15231.0,6.262846822075305,4.001806136821603,10.264652958896908
2021-02-01,9341.0,5670.0,149522.0,0,2021,2,15011.0,6.24724120865157,3.792084108024237,10.039325316675807
2021-03-01,9766.0,6024.0,150493.0,0,2021,3,15790.0,6.489338374542338,4.0028439860990215,10.492182360641358
2021-04-01,9634.0,6196.0,151160.0,0,2021,4,15830.0,6.373379200846784,4.09896798094734,10.472347181794126
2021-05-01,10126.0,6063.0,151778.0,0,2021,5,16189.0,6.671586132377551,3.994650081039413,10.666236213416964
2021-06-01,10033.0,6210.0,152283.0,0,2021,6,16243.0,6.5883913503148746,4.077933846850929,10.666325197165802
2021-07-01,10456.0,6144.0,153596.0,0,2021,7,16600.0,6.807468944503763,4.000104169379411,10.807573113883175
2021-08-01,10351.0,6091.0,153232.0,0,2021,8,16442.0,6.755116424767673,3.975018272945599,10.730134697713272
2021-09-01,10234.0,6146.0,154026.0,0,2021,9,16380.0,6.644332774986041,3.9902354148000985,10.63456818978614
2021-10-01,10332.0,6334.0,154966.0,0,2021,10,16666.0,6.667268949317915,4.087348192506743,10.754617141824658
2021-11-01,10004.0,6363.0,155797.0,0,2021,11,16367.0,6.421176274254318,4.084160798988427,10.505337073242746
2021-12-01,9908.0,6213.0,155732.0,0,2021,12,16121.0,6.362212005239771,3.989546143374515,10.351758148614286
2022-01-01,9564.0,6366.0,155618.0,0,2022,1,15930.0,6.145818607102006,4.090786412882829,10.236605019984834
2022-02-01,9772.0,6291.0,156942.0,0,2022,2,16063.0,6.226504058824279,4.008487211836219,10.2349912706605
2022-03-01,9902.0,6322.0,158106.0,0,2022,3,16224.0,6.262886923962405,3.9985832289729677,10.261470152935372
2022-04-01,9828.0,6678.0,157991.0,0,2022,4,16506.0,6.220607502959029,4.2268230468824175,10.447430549841446
2022-05-01,10211.0,6823.0,158609.0,0,2022,5,17034.0,6.437844006330032,4.3017735437459415,10.739617550075973
2022-06-01,10179.0,6659.0,158678.0,0,2022,6,16838.0,6.4148779288874325,4.196548985996799,10.61142691488423
2022-07-01,9893.0,6643.0,159067.0,0,2022,7,16536.0,6.219391828600527,4.176227627351996,10.395619455952524
2022-08-01,9752.0,6672.0,158714.0,0,2022,8,16424.0,6.144385498443741,4.203787945612864,10.348173444056606
2022-09-01,9935.0,6710.0,159003.0,0,2022,9,16645.0,6.2483097803186105,4.220046162651019,10.46835594296963
2022-10-01,10095.0,6851.0,159144.0,0,2022,10,16946.0,6.343311717689639,4.304906248429096,10.648217966118736
2022-11-01,9674.0,7028.0,158749.0,0,2022,11,16702.0,6.093896654467115,4.427114501508671,10.521011155975785
2022-12-01,9678.0,6811.0,158872.0,0,2022,12,16489.0,6.0916964600433054,4.287099048290448,10.378795508333752
